vcf_label	x	y
tsk_1112	14.916372305949789	9.192091750853985
tsk_1526	14.075979062478396	4.2479144876177966
tsk_791	11.815974245347839	15.78139889775215
tsk_1674	10.261474182160125	2.456501888244415
tsk_833	24.759480663904167	10.445453619271246
tsk_554	18.54097593742174	18.17589538170694
tsk_1752	2.7915539257520283	7.232892528535149
tsk_1007	1.8703882699776846	22.218622947857007
tsk_890	19.903628450544506	19.148234303755377
tsk_253	4.903164181141626	16.03413993899094
tsk_1460	6.618963175456343	15.51475426575244
tsk_808	8.917591272685758	9.300499290670524
tsk_1188	22.17219903665708	2.6900411241811444
tsk_429	16.164942285621795	20.245154011176545
tsk_1681	1.9538280016865637	4.339247782736919
tsk_301	14.021078108960173	3.285873401465454
tsk_414	23.71657800606787	22.759553311538152
tsk_95	21.534018538720957	20.235141930090315
tsk_1260	2.0463821433959226	0.6748454291096777
tsk_1393	2.4668528814549955	16.01127317404806
tsk_1233	19.313942387031453	7.112940277252321
tsk_189	22.88991101942629	5.21184775769998
tsk_1498	13.613997819388418	1.337309281062384
tsk_166	17.934498917023127	11.994828095893707
tsk_1551	8.359116878313353	4.73409026948403
tsk_780	9.35804707362932	16.068395942367456
tsk_498	4.304602595225147	14.061266570212581
tsk_1334	16.587380218885286	13.370566980771295
tsk_370	22.026240066377092	15.79976334053292
tsk_1687	4.488920015169904	5.8272316036287215
tsk_1020	20.464282173904078	13.06005331275238
tsk_988	11.928850006238996	7.253316286041106
tsk_1818	5.281791630155611	12.612349849276711
tsk_178	24.140576876355734	10.43923627927656
tsk_764	12.02385142251804	14.713423047783968
tsk_903	7.586095658640667	22.77297840784954
tsk_1055	21.264351940077923	18.175648850525764
tsk_718	4.699682421759842	20.683736694028887
tsk_88	22.637321971829465	23.198988534286272
tsk_1740	3.417005003621662	3.3822421244801046
tsk_1876	6.225223538494951	17.483116411093448
tsk_968	10.963708058625471	18.866574372601132
tsk_32	14.501532244612306	18.25281005117801
tsk_811	23.616138541555838	7.835324242416943
tsk_432	16.008623378098488	20.547059135020106
tsk_1170	24.833916536969323	1.0589527587270569
tsk_160	17.264996871833237	14.860341235122789
tsk_1514	10.972531057852395	2.066913916028221
tsk_994	13.084201423339573	13.615631391314738
tsk_702	9.844085580186022	22.490741793979126
tsk_1405	0.35505512716718907	20.58677632670207
tsk_608	9.220742500450617	5.309721840312159
tsk_461	14.940756643497334	10.555115456147242
tsk_1199	23.680768103507315	2.5598476948621545
tsk_676	2.171447953414843	16.43895048785695
tsk_1648	18.060207041798247	3.746760067406833
tsk_51	13.803331534827727	22.947970668414005
tsk_849	19.233184864474833	21.60016934944206
tsk_1313	8.006377204852736	3.8838400083088875
tsk_1666	1.9469753833246073	1.7588171182974106
tsk_1421	0.6839271577210477	17.65796211897112
tsk_270	9.74417188884555	19.291112769505155
tsk_1815	8.043321291629576	15.039205139665082
tsk_1079	12.730569739996618	12.653569231003978
tsk_549	20.67764408882849	18.462113122905293
tsk_972	12.335451044084362	20.003422440329366
tsk_1731	1.1859548929126593	5.069387957695937
tsk_372	23.341943869741172	17.058091036578745
tsk_1016	20.62458128297979	14.91754090230936
tsk_157	16.690203921518158	14.372023833276467
tsk_620	5.079685752820938	10.507717812358086
tsk_44	12.198949844701362	24.94657866084854
tsk_402	24.274333459625105	24.09513180133169
tsk_217	12.212268301037163	15.765462990812656
tsk_1771	5.9773428882951025	6.223602096902761
tsk_1329	17.348914722809713	11.236389794865932
tsk_915	9.607330237298767	21.020615987493823
tsk_238	24.340696131291452	12.78371613790373
tsk_465	2.062006712690955	6.789312139061205
tsk_982	5.265123720164353	18.982602492906828
tsk_511	8.197091174311748	13.226752510000672
tsk_1647	16.87669406622792	3.694973291691369
tsk_8	14.211136828291737	24.66886958588036
tsk_1130	18.65787021806614	12.617481766423278
tsk_1365	21.87430016807361	7.529590719018815
tsk_167	24.351824120075776	12.765065499675853
tsk_1760	1.395019591950542	1.2818020577111255
tsk_563	18.31146398373862	20.288641336224096
tsk_229	21.087608626168173	7.58623465852015
tsk_1219	16.330764141942044	2.187154271728854
tsk_864	8.46435553570971	18.623859009860286
tsk_159	16.27359445090481	14.38794798903765
tsk_1059	20.525117981901495	15.970507967926759
tsk_567	1.6078038352892938	23.793376720422355
tsk_1813	4.802771434173226	9.623644431678178
tsk_1030	18.28094803145508	15.502219713308566
tsk_613	3.319586296088929	8.521787824600759
tsk_1490	8.127303410008393	1.81898978369717
tsk_733	10.420948936083	10.981986849234035
tsk_716	3.6298290456057978	19.95102850257286
